,artist,explicit,name,album,popularity,acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,time_signature,valence,tempo,id,query,count
50,Birdy,False,Skinny Love,Birdy (Deluxe Version),59,0.952,0.379,3,0.29,0.00106,E,0.118,-8.485,major,0.051,4,0.169,166.467,2,best sad songs,1
51,Dermot Kennedy,False,Outnumbered,Outnumbered,65,0.247,0.614,4,0.684,0.0,C,0.0976,-5.79,major,0.157,4,0.258,156.85,2,best sad songs,1
52,Taylor Swift,True,the 1,folklore,73,0.757,0.777,3,0.357,7.28e-06,C,0.108,-6.942,major,0.0522,4,0.172,139.883,2,best sad songs,1
53,James Arthur,False,Train Wreck,Back from the Edge,78,0.701,0.311,3,0.485,0.0,F#,0.0726,-5.726,minor,0.0365,4,0.225,77.355,2,best sad songs,1
54,Selena Gomez,False,Lose You To Love Me,Rare,79,0.556,0.488,3,0.343,0.0,E,0.21,-8.985,major,0.0436,4,0.0978,102.819,2,best sad songs,1
55,Harry Styles,False,Falling,Fine Line,85,0.839,0.567,4,0.267,1.46e-06,E,0.089,-6.502,major,0.0299,4,0.0592,110.011,2,best sad songs,1
56,Noah Cyrus,False,July,THE END OF EVERYTHING,78,0.868,0.708,2,0.186,0.0,A,0.0779,-8.953,minor,0.042,4,0.322,72.541,2,best sad songs,1
57,Chord Overstreet,False,Hold On,Hold On,80,0.469,0.618,3,0.443,0.0,D,0.0829,-9.681,major,0.0526,4,0.167,119.949,2,best sad songs,1
58,Olivia Rodrigo,False,All I Want,High School Musical: The Musical: The Series (Original Soundtrack),74,0.0902,0.376,2,0.43,0.0,C,0.0912,-6.585,minor,0.0328,3,0.129,77.599,2,best sad songs,1
59,Harry Styles,False,Sign of the Times,Harry Styles,83,0.0275,0.516,5,0.595,0.0,F,0.109,-4.63,major,0.0313,4,0.222,119.972,2,best sad songs,1
60,Nina Simone,False,Feeling Good,I Put A Spell On You,71,0.864,0.399,2,0.326,0.0,G,0.191,-9.239,minor,0.0386,4,0.546,79.206,2,best sad songs,1
61,Vianney,False,Je m'en vais,Vianney,59,0.715,0.635,3,0.469,5.02e-06,G,0.133,-8.851,minor,0.0428,4,0.281,146.995,2,best sad songs,1
62,The Cinematic Orchestra,False,To Build A Home,Ma Fleur,73,0.885,0.264,6,0.122,0.349,A,0.094,-15.399,major,0.0349,4,0.0735,148.658,2,best sad songs,1
63,Alexander 23,False,IDK You Yet,IDK You Yet,1,0.884,0.629,3,0.306,0.0776,C#,0.124,-11.735,major,0.0424,1,0.191,76.994,2,best sad songs,1
64,BANNERS,False,Someone To You,Empires On Fire,72,0.00568,0.468,3,0.936,0.0,D,0.24,-3.683,major,0.0455,4,0.663,75.05,2,best sad songs,1
65,Tom Rosenthal,False,It's Ok,The Pleasant Trees,68,0.871,0.561,3,0.111,0.205,G#,0.103,-15.11,minor,0.0324,4,0.0607,148.191,2,best sad songs,1
66,Lewis Capaldi,False,Bruises,Breakfast Bangers,12,0.944,0.746,3,0.322,0.0,C#,0.197,-7.922,minor,0.0798,4,0.321,110.774,2,best sad songs,1
67,Lomepal,True,Trop beau,Jeannine,67,0.295,0.748,4,0.66,5.56e-06,E,0.0883,-6.034,minor,0.0404,4,0.324,123.902,2,best sad songs,1
68,Tate McRae,False,you broke me first,you broke me first,83,0.785,0.667,2,0.373,0.0,E,0.0906,-9.389,major,0.05,4,0.0823,124.148,2,best sad songs,1
69,MKTO,False,Classic,MKTO,81,0.0384,0.72,2,0.791,0.0,C#,0.157,-4.689,major,0.124,4,0.756,102.071,2,best sad songs,1
70,JP Saxe,False,If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),78,0.866,0.464,3,0.473,0.0,C#,0.109,-10.086,major,0.129,4,0.604,75.801,2,best sad songs,1
71,Jaymes Young,False,Happiest Year,Happiest Year,38,0.885,0.501,3,0.167,0.0,C#,0.111,-14.061,major,0.0484,3,0.356,112.275,2,best sad songs,1
72,Billie Eilish,False,my boy,dont smile at me,72,0.472,0.692,2,0.394,0.000191,B,0.117,-8.745,minor,0.207,4,0.324,89.936,2,best sad songs,1
73,Lomepal,True,Yeux disent,FLIP,61,0.553,0.736,3,0.586,2.21e-05,F,0.163,-8.152,minor,0.197,4,0.395,113.655,2,best sad songs,1
74,Lomepal,True,Bécane,FLIP (Deluxe),48,0.582,0.574,4,0.644,1.74e-05,A,0.0915,-7.825,minor,0.161,4,0.377,130.524,2,best sad songs,1
75,Miley Cyrus,False,When I Look At You,The Time Of Our Lives (International Version),71,0.142,0.459,4,0.545,0.0,F#,0.105,-4.874,major,0.0282,3,0.194,137.941,2,best sad songs,1
76,Billie Eilish,False,idontwannabeyouanymore,dont smile at me,78,0.737,0.483,3,0.412,0.0,G,0.116,-8.461,major,0.0402,3,0.247,170.163,2,best sad songs,1
77,Ruth B.,False,Lost Boy,Safe Haven,67,0.963,0.586,4,0.128,0.0,G,0.0858,-9.297,major,0.0496,4,0.371,123.498,2,best sad songs,1
78,Lewis Capaldi,False,Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),81,0.604,0.459,3,0.575,0.0,D#,0.0885,-4.858,major,0.0573,4,0.183,111.881,2,best sad songs,1
79,John Legend,False,All of Me,Love In The Future (Expanded Edition),83,0.922,0.422,4,0.264,0.0,G#,0.132,-7.064,major,0.0322,4,0.331,119.93,2,best sad songs,1
80,Sam Smith,False,Too Good At Goodbyes,The Thrill Of It All (Special Edition),79,0.64,0.681,3,0.372,0.0,F,0.169,-8.237,major,0.0432,4,0.476,91.873,2,best sad songs,1
81,A Great Big World,False,Say Something,Is There Anybody Out There? - Track by Track Commentary,69,0.857,0.407,3,0.147,2.89e-06,D,0.0913,-8.822,major,0.0355,3,0.0765,141.284,2,best sad songs,1
82,James Arthur,False,Say You Won't Let Go,Back from the Edge,83,0.695,0.358,3,0.557,0.0,A#,0.0902,-7.398,major,0.059,4,0.494,85.043,2,best sad songs,1
83,Dean Lewis,True,Be Alright,A Place We Knew,73,0.705,0.551,3,0.537,0.0,B,0.0802,-7.595,major,0.034,4,0.493,126.421,2,best sad songs,1
84,Lewis Capaldi,False,Someone You Loved,Divinely Uninspired To A Hellish Extent,84,0.751,0.501,3,0.405,0.0,C#,0.105,-5.679,major,0.0319,4,0.446,109.891,2,best sad songs,1
85,Hozier,False,Take Me To Church,Hozier,81,0.634,0.566,4,0.664,0.0,E,0.116,-5.303,minor,0.0464,4,0.437,128.945,2,best sad songs,1
86,Nekfeu,True,Elle pleut,Les étoiles vagabondes : expansion,64,0.724,0.62,4,0.375,2.86e-06,G#,0.125,-11.064,major,0.455,4,0.226,92.641,2,best sad songs,1
87,Fauve,False,LETTRE A ZOE,Vieux Frères - Partie 1,44,0.0368,0.785,3,0.653,0.0,C#,0.167,-7.477,major,0.0581,4,0.497,110.037,2,best sad songs,1
88,Ed Sheeran,False,Perfect,÷ (Deluxe),84,0.163,0.599,4,0.448,0.0,G#,0.106,-6.312,major,0.0232,3,0.168,95.05,2,best sad songs,1
89,Lady Gaga,False,Shallow,A Star Is Born Soundtrack,82,0.371,0.572,3,0.385,0.0,G,0.231,-6.362,major,0.0308,4,0.323,95.799,2,best sad songs,1
90,London Grammar,False,Hell To The Liars,Truth Is a Beautiful Thing,33,0.707,0.353,6,0.58,0.0114,D,0.0867,-7.871,minor,0.0349,4,0.0878,146.018,2,best sad songs,1
91,Billie Eilish,False,ocean eyes,dont smile at me,78,0.816,0.511,3,0.363,0.0317,E,0.084,-7.65,minor,0.041,4,0.169,144.892,2,best sad songs,1
92,Duncan Laurence,False,Arcade,Arcade,80,0.818,0.45,3,0.329,0.00109,A,0.135,-12.603,minor,0.0441,3,0.266,71.884,2,best sad songs,1
93,Billie Eilish,False,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",78,0.952,0.421,4,0.131,0.00453,C,0.109,-18.435,major,0.0382,4,0.12,137.446,2,best sad songs,1
94,Kina,False,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),79,0.72,0.498,2,0.235,0.0,C#,0.144,-16.541,minor,0.188,4,0.0895,118.917,2,best sad songs,1
95,James Bay,False,Let It Go,Chaos And The Calm,71,0.82,0.536,4,0.311,1.65e-05,C#,0.107,-10.396,major,0.0288,4,0.246,147.486,2,best sad songs,1
96,Calum Scott,False,Dancing On My Own,Only Human (Deluxe),79,0.837,0.681,4,0.174,3.35e-05,C#,0.0983,-8.745,major,0.0315,4,0.231,112.672,2,best sad songs,1
97,Sam Smith,False,"Fire On Fire - From ""Watership Down""","Fire On Fire (From ""Watership Down"")",68,0.476,0.584,4,0.407,0.0,C#,0.18,-7.356,minor,0.046,4,0.341,115.124,2,best sad songs,1
98,Billie Eilish,False,bury a friend,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",74,0.74,0.905,3,0.389,0.162,G#,0.106,-14.505,major,0.332,4,0.196,120.046,2,best sad songs,1
99,Lady A,False,Need You Now,Need You Now,73,0.0298,0.581,3,0.717,0.000186,E,0.243,-4.433,major,0.0318,4,0.316,107.884,2,best sad songs,1
